id_sistema,legalName,altraDenominazione,dataAltraDenominazione,localType,nome,cognome,intestazione,authorizedFrom,existenceRangeFromDate,existenceRangeToDate,dataNascita,dataMorte,placeRole,placeEntry,otherPlaceRole,otherPlaceEntry,professione,legalStatus,tipologiaEnte,history,genere,relazione_complesso,relazione_tema,relazione_bib,rangeIntestazione
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di morte,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Frequenta l'Istituto tecnico di Rovigo per poi iscriversi alla Scuola di applicazioni per ingegneri presso la Facoltà di ingegneria dell'Università di Padova. Ottiene la laurea in ingegneria civile idraulica nel 1922. In seguito, per circa un quinquennio è responsabile tecnico dell'impresa edile padovana di E. Grassetto. Negli anni 1927-1928 partecipa ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia. Consegue il titolo di architetto ""per meriti particolari"" in base al Regio decreto n. 2145 del 22 ottobre 1927. Nel 1928 si iscrive all'albo degli ingegneri e nel 1931 a quello degli architetti. Nel dicembre del 1929 partecipa, in collaborazione con G. Miozzo, alla IV Triennale di Monza. E' l'inizio di un sodalizio professionale che si concluderà solo alla fine degli anni Sessanta con la morte dei due architetti. All'insegna del razionalismo architettonico i due professionisti partecipano con le loro opere agli eventi espositivi più significativi degli anni Trenta. Aderiscono al MIAR (Movimento italiano per l'architettura razionale) e, dal 1932 al 1937, lavorano assiduamente per l'Opera nazionale Balilla, realizzandone le sedi per varie città d'Italia. Nel dopoguerra continua l'attività dello studio associato con interventi prevalentemente indirizzati all'area padovana. Parallelamente all'attività progettuale Mansutti aderisce e si fa promotore nel dopoguerra di molteplici associazioni ed istituzioni locali inerenti i propri ambiti di interesse: nel 1945 fa parte della Commissione per la ricostruzione edilizia - Sezione V; nel 1946 istituisce la Famiglia artistica padovana, di cui sarà negli anni presidente; negli anni cinquanta è presidente dell'Istituto statale d'arte ""P. Selvatico"" di Padova; dal 1948 è membro del Consiglio direttivo della Sezione veneta dell'INU (Istituto nazionale di urbanistica); agli inizi degli anni Cinquanta si impegna per istituire l'APAM (associazione padovana per l'architettura moderna); a partire dalla metà dello stesso decennio collabora con la Biennale d'arte triveneta (BAT) di cui diverrà socio e membro del Comitato esecutivo; dalla fine degli anni Cinquanta è presidente dell'ordine degli architetti della provincia di Padova.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Frequenta l'Istituto tecnico di Rovigo per poi iscriversi alla Scuola di applicazioni per ingegneri presso la Facoltà di ingegneria dell'Università di Padova. Ottiene la laurea in ingegneria civile idraulica nel 1922. In seguito, per circa un quinquennio è responsabile tecnico dell'impresa edile padovana di E. Grassetto. Negli anni 1927-1928 partecipa ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia. Consegue il titolo di architetto ""per meriti particolari"" in base al Regio decreto n. 2145 del 22 ottobre 1927. Nel 1928 si iscrive all'albo degli ingegneri e nel 1931 a quello degli architetti. Nel dicembre del 1929 partecipa, in collaborazione con G. Miozzo, alla IV Triennale di Monza. E' l'inizio di un sodalizio professionale che si concluderà solo alla fine degli anni Sessanta con la morte dei due architetti. All'insegna del razionalismo architettonico i due professionisti partecipano con le loro opere agli eventi espositivi più significativi degli anni Trenta. Aderiscono al MIAR (Movimento italiano per l'architettura razionale) e, dal 1932 al 1937, lavorano assiduamente per l'Opera nazionale Balilla, realizzandone le sedi per varie città d'Italia. Nel dopoguerra continua l'attività dello studio associato con interventi prevalentemente indirizzati all'area padovana. Parallelamente all'attività progettuale Mansutti aderisce e si fa promotore nel dopoguerra di molteplici associazioni ed istituzioni locali inerenti i propri ambiti di interesse: nel 1945 fa parte della Commissione per la ricostruzione edilizia - Sezione V; nel 1946 istituisce la Famiglia artistica padovana, di cui sarà negli anni presidente; negli anni cinquanta è presidente dell'Istituto statale d'arte ""P. Selvatico"" di Padova; dal 1948 è membro del Consiglio direttivo della Sezione veneta dell'INU (Istituto nazionale di urbanistica); agli inizi degli anni Cinquanta si impegna per istituire l'APAM (associazione padovana per l'architettura moderna); a partire dalla metà dello stesso decennio collabora con la Biennale d'arte triveneta (BAT) di cui diverrà socio e membro del Comitato esecutivo; dalla fine degli anni Cinquanta è presidente dell'ordine degli architetti della provincia di Padova.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Padova,luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Frequenta l'Istituto tecnico di Rovigo per poi iscriversi alla Scuola di applicazioni per ingegneri presso la Facoltà di ingegneria dell'Università di Padova. Ottiene la laurea in ingegneria civile idraulica nel 1922. In seguito, per circa un quinquennio è responsabile tecnico dell'impresa edile padovana di E. Grassetto. Negli anni 1927-1928 partecipa ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia. Consegue il titolo di architetto ""per meriti particolari"" in base al Regio decreto n. 2145 del 22 ottobre 1927. Nel 1928 si iscrive all'albo degli ingegneri e nel 1931 a quello degli architetti. Nel dicembre del 1929 partecipa, in collaborazione con G. Miozzo, alla IV Triennale di Monza. E' l'inizio di un sodalizio professionale che si concluderà solo alla fine degli anni Sessanta con la morte dei due architetti. All'insegna del razionalismo architettonico i due professionisti partecipano con le loro opere agli eventi espositivi più significativi degli anni Trenta. Aderiscono al MIAR (Movimento italiano per l'architettura razionale) e, dal 1932 al 1937, lavorano assiduamente per l'Opera nazionale Balilla, realizzandone le sedi per varie città d'Italia. Nel dopoguerra continua l'attività dello studio associato con interventi prevalentemente indirizzati all'area padovana. Parallelamente all'attività progettuale Mansutti aderisce e si fa promotore nel dopoguerra di molteplici associazioni ed istituzioni locali inerenti i propri ambiti di interesse: nel 1945 fa parte della Commissione per la ricostruzione edilizia - Sezione V; nel 1946 istituisce la Famiglia artistica padovana, di cui sarà negli anni presidente; negli anni cinquanta è presidente dell'Istituto statale d'arte ""P. Selvatico"" di Padova; dal 1948 è membro del Consiglio direttivo della Sezione veneta dell'INU (Istituto nazionale di urbanistica); agli inizi degli anni Cinquanta si impegna per istituire l'APAM (associazione padovana per l'architettura moderna); a partire dalla metà dello stesso decennio collabora con la Biennale d'arte triveneta (BAT) di cui diverrà socio e membro del Comitato esecutivo; dalla fine degli anni Cinquanta è presidente dell'ordine degli architetti della provincia di Padova.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Frequenta l'Istituto tecnico di Rovigo per poi iscriversi alla Scuola di applicazioni per ingegneri presso la Facoltà di ingegneria dell'Università di Padova. Ottiene la laurea in ingegneria civile idraulica nel 1922. In seguito, per circa un quinquennio è responsabile tecnico dell'impresa edile padovana di E. Grassetto. Negli anni 1927-1928 partecipa ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia. Consegue il titolo di architetto ""per meriti particolari"" in base al Regio decreto n. 2145 del 22 ottobre 1927. Nel 1928 si iscrive all'albo degli ingegneri e nel 1931 a quello degli architetti. Nel dicembre del 1929 partecipa, in collaborazione con G. Miozzo, alla IV Triennale di Monza. E' l'inizio di un sodalizio professionale che si concluderà solo alla fine degli anni Sessanta con la morte dei due architetti. All'insegna del razionalismo architettonico i due professionisti partecipano con le loro opere agli eventi espositivi più significativi degli anni Trenta. Aderiscono al MIAR (Movimento italiano per l'architettura razionale) e, dal 1932 al 1937, lavorano assiduamente per l'Opera nazionale Balilla, realizzandone le sedi per varie città d'Italia. Nel dopoguerra continua l'attività dello studio associato con interventi prevalentemente indirizzati all'area padovana. Parallelamente all'attività progettuale Mansutti aderisce e si fa promotore nel dopoguerra di molteplici associazioni ed istituzioni locali inerenti i propri ambiti di interesse: nel 1945 fa parte della Commissione per la ricostruzione edilizia - Sezione V; nel 1946 istituisce la Famiglia artistica padovana, di cui sarà negli anni presidente; negli anni cinquanta è presidente dell'Istituto statale d'arte ""P. Selvatico"" di Padova; dal 1948 è membro del Consiglio direttivo della Sezione veneta dell'INU (Istituto nazionale di urbanistica); agli inizi degli anni Cinquanta si impegna per istituire l'APAM (associazione padovana per l'architettura moderna); a partire dalla metà dello stesso decennio collabora con la Biennale d'arte triveneta (BAT) di cui diverrà socio e membro del Comitato esecutivo; dalla fine degli anni Cinquanta è presidente dell'ordine degli architetti della provincia di Padova.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di morte,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Frequenta l'Istituto tecnico di Rovigo per poi iscriversi alla Scuola di applicazioni per ingegneri presso la Facoltà di ingegneria dell'Università di Padova. Ottiene la laurea in ingegneria civile idraulica nel 1922. In seguito, per circa un quinquennio è responsabile tecnico dell'impresa edile padovana di E. Grassetto. Negli anni 1927-1928 partecipa ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia. Consegue il titolo di architetto ""per meriti particolari"" in base al Regio decreto n. 2145 del 22 ottobre 1927. Nel 1928 si iscrive all'albo degli ingegneri e nel 1931 a quello degli architetti. Nel dicembre del 1929 partecipa, in collaborazione con G. Miozzo, alla IV Triennale di Monza. E' l'inizio di un sodalizio professionale che si concluderà solo alla fine degli anni Sessanta con la morte dei due architetti. All'insegna del razionalismo architettonico i due professionisti partecipano con le loro opere agli eventi espositivi più significativi degli anni Trenta. Aderiscono al MIAR (Movimento italiano per l'architettura razionale) e, dal 1932 al 1937, lavorano assiduamente per l'Opera nazionale Balilla, realizzandone le sedi per varie città d'Italia. Nel dopoguerra continua l'attività dello studio associato con interventi prevalentemente indirizzati all'area padovana. Parallelamente all'attività progettuale Mansutti aderisce e si fa promotore nel dopoguerra di molteplici associazioni ed istituzioni locali inerenti i propri ambiti di interesse: nel 1945 fa parte della Commissione per la ricostruzione edilizia - Sezione V; nel 1946 istituisce la Famiglia artistica padovana, di cui sarà negli anni presidente; negli anni cinquanta è presidente dell'Istituto statale d'arte ""P. Selvatico"" di Padova; dal 1948 è membro del Consiglio direttivo della Sezione veneta dell'INU (Istituto nazionale di urbanistica); agli inizi degli anni Cinquanta si impegna per istituire l'APAM (associazione padovana per l'architettura moderna); a partire dalla metà dello stesso decennio collabora con la Biennale d'arte triveneta (BAT) di cui diverrà socio e membro del Comitato esecutivo; dalla fine degli anni Cinquanta è presidente dell'ordine degli architetti della provincia di Padova.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Frequenta l'Istituto tecnico di Rovigo per poi iscriversi alla Scuola di applicazioni per ingegneri presso la Facoltà di ingegneria dell'Università di Padova. Ottiene la laurea in ingegneria civile idraulica nel 1922. In seguito, per circa un quinquennio è responsabile tecnico dell'impresa edile padovana di E. Grassetto. Negli anni 1927-1928 partecipa ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia. Consegue il titolo di architetto ""per meriti particolari"" in base al Regio decreto n. 2145 del 22 ottobre 1927. Nel 1928 si iscrive all'albo degli ingegneri e nel 1931 a quello degli architetti. Nel dicembre del 1929 partecipa, in collaborazione con G. Miozzo, alla IV Triennale di Monza. E' l'inizio di un sodalizio professionale che si concluderà solo alla fine degli anni Sessanta con la morte dei due architetti. All'insegna del razionalismo architettonico i due professionisti partecipano con le loro opere agli eventi espositivi più significativi degli anni Trenta. Aderiscono al MIAR (Movimento italiano per l'architettura razionale) e, dal 1932 al 1937, lavorano assiduamente per l'Opera nazionale Balilla, realizzandone le sedi per varie città d'Italia. Nel dopoguerra continua l'attività dello studio associato con interventi prevalentemente indirizzati all'area padovana. Parallelamente all'attività progettuale Mansutti aderisce e si fa promotore nel dopoguerra di molteplici associazioni ed istituzioni locali inerenti i propri ambiti di interesse: nel 1945 fa parte della Commissione per la ricostruzione edilizia - Sezione V; nel 1946 istituisce la Famiglia artistica padovana, di cui sarà negli anni presidente; negli anni cinquanta è presidente dell'Istituto statale d'arte ""P. Selvatico"" di Padova; dal 1948 è membro del Consiglio direttivo della Sezione veneta dell'INU (Istituto nazionale di urbanistica); agli inizi degli anni Cinquanta si impegna per istituire l'APAM (associazione padovana per l'architettura moderna); a partire dalla metà dello stesso decennio collabora con la Biennale d'arte triveneta (BAT) di cui diverrà socio e membro del Comitato esecutivo; dalla fine degli anni Cinquanta è presidente dell'ordine degli architetti della provincia di Padova.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta l'Istituto tecnico di Rovigo per poi iscriversi alla Scuola di applicazioni per ingegneri presso la Facoltà di ingegneria dell'Università di Padova. Ottiene la laurea in ingegneria civile idraulica nel 1922. In seguito, per circa un quinquennio è responsabile tecnico dell'impresa edile padovana di E. Grassetto. Negli anni 1927-1928 partecipa ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia. Consegue il titolo di architetto ""per meriti particolari"" in base al Regio decreto n. 2145 del 22 ottobre 1927. Nel 1928 si iscrive all'albo degli ingegneri e nel 1931 a quello degli architetti. Nel dicembre del 1929 partecipa, in collaborazione con G. Miozzo, alla IV Triennale di Monza. E' l'inizio di un sodalizio professionale che si concluderà solo alla fine degli anni Sessanta con la morte dei due architetti. All'insegna del razionalismo architettonico i due professionisti partecipano con le loro opere agli eventi espositivi più significativi degli anni Trenta. Aderiscono al MIAR (Movimento italiano per l'architettura razionale) e, dal 1932 al 1937, lavorano assiduamente per l'Opera nazionale Balilla, realizzandone le sedi per varie città d'Italia. Nel dopoguerra continua l'attività dello studio associato con interventi prevalentemente indirizzati all'area padovana. Parallelamente all'attività progettuale Mansutti aderisce e si fa promotore nel dopoguerra di molteplici associazioni ed istituzioni locali inerenti i propri ambiti di interesse: nel 1945 fa parte della Commissione per la ricostruzione edilizia - Sezione V; nel 1946 istituisce la Famiglia artistica padovana, di cui sarà negli anni presidente; negli anni cinquanta è presidente dell'Istituto statale d'arte ""P. Selvatico"" di Padova; dal 1948 è membro del Consiglio direttivo della Sezione veneta dell'INU (Istituto nazionale di urbanistica); agli inizi degli anni Cinquanta si impegna per istituire l'APAM (associazione padovana per l'architettura moderna); a partire dalla metà dello stesso decennio collabora con la Biennale d'arte triveneta (BAT) di cui diverrà socio e membro del Comitato esecutivo; dalla fine degli anni Cinquanta è presidente dell'ordine degli architetti della provincia di Padova.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Frequenta l'Istituto tecnico di Rovigo per poi iscriversi alla Scuola di applicazioni per ingegneri presso la Facoltà di ingegneria dell'Università di Padova. Ottiene la laurea in ingegneria civile idraulica nel 1922. In seguito, per circa un quinquennio è responsabile tecnico dell'impresa edile padovana di E. Grassetto. Negli anni 1927-1928 partecipa ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia. Consegue il titolo di architetto ""per meriti particolari"" in base al Regio decreto n. 2145 del 22 ottobre 1927. Nel 1928 si iscrive all'albo degli ingegneri e nel 1931 a quello degli architetti. Nel dicembre del 1929 partecipa, in collaborazione con G. Miozzo, alla IV Triennale di Monza. E' l'inizio di un sodalizio professionale che si concluderà solo alla fine degli anni Sessanta con la morte dei due architetti. All'insegna del razionalismo architettonico i due professionisti partecipano con le loro opere agli eventi espositivi più significativi degli anni Trenta. Aderiscono al MIAR (Movimento italiano per l'architettura razionale) e, dal 1932 al 1937, lavorano assiduamente per l'Opera nazionale Balilla, realizzandone le sedi per varie città d'Italia. Nel dopoguerra continua l'attività dello studio associato con interventi prevalentemente indirizzati all'area padovana. Parallelamente all'attività progettuale Mansutti aderisce e si fa promotore nel dopoguerra di molteplici associazioni ed istituzioni locali inerenti i propri ambiti di interesse: nel 1945 fa parte della Commissione per la ricostruzione edilizia - Sezione V; nel 1946 istituisce la Famiglia artistica padovana, di cui sarà negli anni presidente; negli anni cinquanta è presidente dell'Istituto statale d'arte ""P. Selvatico"" di Padova; dal 1948 è membro del Consiglio direttivo della Sezione veneta dell'INU (Istituto nazionale di urbanistica); agli inizi degli anni Cinquanta si impegna per istituire l'APAM (associazione padovana per l'architettura moderna); a partire dalla metà dello stesso decennio collabora con la Biennale d'arte triveneta (BAT) di cui diverrà socio e membro del Comitato esecutivo; dalla fine degli anni Cinquanta è presidente dell'ordine degli architetti della provincia di Padova.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Nel 1934 si sposa con Beatrice Marzetto. Ha cinque figli: Cristina, Silvia, Pietro, Marianna e Tito. Pietro, architetto, continuerà l'attività dello studio professionale. Fondamentale il sodalizio professionale iniziato alla fine degli anni venti e proseguito fino alla fine degli anni sessanta con l'architetto G. Miozzo, con il quale dà vita allo studio associato ""Architetti F. Mansutti G. Miozzo"".",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55531,Mansutti,,,person,Francesco,Mansutti,"Mansutti, Francesco, architetto, ingegnere, (Porto Viro 1899 - Padova 1969)",SIUSA,,,1899 ago 20,1969 mar 18,luogo di nascita,Porto Viro (Rovigo),luogo di nascita,Porto Viro (Rovigo),"Architetto, ingegnere",,,"Significativo il rapporto di comunanza culturale con il MIAR (Movimento italiano per l'architettura razionale) e all'interno di esso con l'architetto A. Libera e soprattutto con G. Pagano, con il quale Mansutti è solidale nella diffusione di una moderna moralità professionale. Il rapporto con R. Ricci porta all'avvio della relazione professionale con l'Opera nazionale balilla, di cui Ricci è presidente.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Gino,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di morte,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di nascita,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
sp-55532,Miozzo,,,person,Gino,Miozzo,"Miozzo, Gino, architetto, ingegnere, (Padova 1898 - Padova 1969)",SIUSA,,,1898 ott 18,1969 ott 20,luogo di nascita,Padova,luogo di morte,Padova,"Architetto, ingegnere",,,"Frequenta la Regia accademia di belle arti di Venezia, conseguendo nel 1923 il diploma di professore di disegno architettonico. Resta per un breve periodo nell'ambiente dell'Accademia veneziana. Successivamente vive a Roma per almeno due anni. Rientrato a Padova, partecipa negli anni 1927-1928 ad alcuni concorsi progettuali, quali quelli per il palazzo del Consiglio provinciale dell'economia e dell'Istituto nazionale assicurazioni di Padova, nonché quello per la cattedrale di La Spezia.",maschile,ca-359849,Architettura/Urbanistica,,architetto
